Type,Caliber,Rounds Tested,Donors,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
A,22,198,15,19,11,13,4,1,1,0,1,0,0,0,0,0,0,0
A,32,105,12,26,9,12,5,1,3,1,1,0,2,0,0,0,0,0
A,38,348,20,38,28,12,11,7,3,0,1,0,0,1,0,0,0,0
A,45,178,16,21,16,4,4,3,2,0,0,0,0,0,0,0,0,0
R,22,225,23,26,9,9,2,3,1,0,1,0,0,1,0,0,0,0
R,38,107,20,30,22,5,6,5,2,5,2,1,0,0,0,0,0,1
R,45,102,12,40,17,8,2,9,3,1,1,1,2,0,1,0,0,1
